# turtle legacy spell compatibility snapshot
# spell_id	field	JSON value
# Values are regenerated with: make update-spell-goldens

# spell 1
642	effect.0.targets	[1,0]
642	effect.1.index	1
642	effect.1.type	{"value":6,"string":"ApplyAura"}
642	effect.1.aura	{"value":79,"string":"ModDamagePercentDone"}
642	effect.1.base_points	-61
642	effect.1.effective_base_points	-60
642	effect.1.misc	[127]
642	effect.1.targets	[1,0]
642	effect.2.index	2
642	effect.2.type	{"value":6,"string":"ApplyAura"}
642	effect.2.aura	{"value":39,"string":"SchoolImmunity"}
642	effect.2.base_points	0
642	effect.2.effective_base_points	1
642	effect.2.misc	[126]
642	effect.2.targets	[1,0]
642	spell_damage_type	0
642	attack_outcome	113
642	is_deprecated	false
642	affects.school.physical	false
642	affects.school.holy	false
642	affects.school.fire	false
642	affects.school.nature	false
642	affects.school.frost	false
642	affects.school.shadow	false
642	affects.school.arcane	false

# spell 686
686	id	686
686	name	"Shadow Bolt"
686	subtext	"Rank 1"
686	school	{"value":16,"string":"Shadow"}
686	power.type	{"value":0,"string":"Mana"}
686	power.mana_cost	25
686	power.mana_cost_pct	0
686	power.mana_cost_per_level	0
686	power.mana_per_second	0
686	powers.count	1
686	default_power.type	0
686	default_power.mana_cost	25
686	default_power.mana_cost_pct	0
686	default_power.mana_cost_per_level	0
686	default_power.mana_per_second	0
686	effects.count	3
686	effect.0.index	0
686	effect.0.type	{"value":2,"string":"SchoolDMG"}
686	effect.0.aura	{"value":0,"string":"None"}
686	effect.0.base_points	11
686	effect.0.effective_base_points	12
686	effect.0.misc	[0]
686	effect.0.targets	[6,0]
686	effect.1.index	1
686	effect.1.type	{"value":0,"string":"None"}
686	effect.1.aura	{"value":0,"string":"None"}
686	effect.1.base_points	0
686	effect.1.effective_base_points	1
686	effect.1.misc	[0]
686	effect.1.targets	[0,0]
686	effect.2.index	2
686	effect.2.type	{"value":0,"string":"None"}
686	effect.2.aura	{"value":0,"string":"None"}
686	effect.2.base_points	0
686	effect.2.effective_base_points	1
686	effect.2.misc	[0]
686	effect.2.targets	[0,0]
686	spell_damage_type	1
686	attack_outcome	113
686	is_deprecated	false
686	affects.school.physical	false
686	affects.school.holy	false
686	affects.school.fire	false
686	affects.school.nature	false
686	affects.school.frost	false
686	affects.school.shadow	false
686	affects.school.arcane	false

# spell 710
710	id	710
710	name	"Banish"
710	subtext	"Rank 1"
710	school	{"value":16,"string":"Shadow"}
710	power.type	{"value":0,"string":"Mana"}
710	power.mana_cost	100
710	power.mana_cost_pct	0
710	power.mana_cost_per_level	0
710	power.mana_per_second	0
710	powers.count	1
710	default_power.type	0
710	default_power.mana_cost	100
710	default_power.mana_cost_pct	0
710	default_power.mana_cost_per_level	0
710	default_power.mana_per_second	0
710	effects.count	3
710	effect.0.index	0
710	effect.0.type	{"value":6,"string":"ApplyAura"}
710	effect.0.aura	{"value":12,"string":"ModStun"}
710	effect.0.base_points	-1
710	effect.0.effective_base_points	0
710	effect.0.misc	[0]
710	effect.0.targets	[6,0]
710	effect.1.index	1
710	effect.1.type	{"value":6,"string":"ApplyAura"}
710	effect.1.aura	{"value":39,"string":"SchoolImmunity"}
710	effect.1.base_points	-1
710	effect.1.effective_base_points	0
710	effect.1.misc	[127]
710	effect.1.targets	[6,0]
710	effect.2.index	2
710	effect.2.type	{"value":0,"string":"None"}
710	effect.2.aura	{"value":0,"string":"None"}
710	effect.2.base_points	0
710	effect.2.effective_base_points	1
710	effect.2.misc	[0]
710	effect.2.targets	[0,0]
710	spell_damage_type	0
710	attack_outcome	113
710	is_deprecated	false
710	affects.school.physical	false
710	affects.school.holy	false
710	affects.school.fire	false
710	affects.school.nature	false
710	affects.school.frost	false
710	affects.school.shadow	false
710	affects.school.arcane	false

# spell 774
774	id	774
774	name	"Rejuvenation"
774	subtext	"Rank 1"
774	school	{"value":4,"string":"Nature"}
774	power.type	{"value":0,"string":"Mana"}
774	power.mana_cost	25
774	power.mana_cost_pct	0
774	power.mana_cost_per_level	0
774	power.mana_per_second	0
774	powers.count	1
774	default_power.type	0
774	default_power.mana_cost	25
774	default_power.mana_cost_pct	0
774	default_power.mana_cost_per_level	0
774	default_power.mana_per_second	0
774	effects.count	3
774	effect.0.index	0
774	effect.0.type	{"value":6,"string":"ApplyAura"}
774	effect.0.aura	{"value":8,"string":"PeriodicHeal"}
774	effect.0.base_points	5
774	effect.0.effective_base_points	6
774	effect.0.misc	[0]
774	effect.0.targets	[21,0]
774	effect.1.index	1
774	effect.1.type	{"value":0,"string":"None"}
774	effect.1.aura	{"value":0,"string":"None"}
774	effect.1.base_points	0
774	effect.1.effective_base_points	1
774	effect.1.misc	[0]
774	effect.1.targets	[0,0]
774	effect.2.index	2
774	effect.2.type	{"value":0,"string":"None"}
774	effect.2.aura	{"value":0,"string":"None"}
774	effect.2.base_points	0
774	effect.2.effective_base_points	1
774	effect.2.misc	[0]
774	effect.2.targets	[0,0]
774	spell_damage_type	2
774	attack_outcome	113
774	is_deprecated	false
774	affects.school.physical	false
774	affects.school.holy	false
774	affects.school.fire	false
774	affects.school.nature	false
774	affects.school.frost	false
774	affects.school.shadow	false
774	affects.school.arcane	false

# spell 1022
1022	id	1022
1022	name	"Hand of Protection"
1022	subtext	"Rank 1"
1022	school	{"value":1,"string":"Holy"}
1022	power.type	{"value":0,"string":"Mana"}
1022	power.mana_cost	25
1022	power.mana_cost_pct	0
1022	power.mana_cost_per_level	0
1022	power.mana_per_second	0
1022	powers.count	1
1022	default_power.type	0
1022	default_power.mana_cost	25
1022	default_power.mana_cost_pct	0
1022	default_power.mana_cost_per_level	0
1022	default_power.mana_per_second	0
1022	effects.count	3
1022	effect.0.index	0
1022	effect.0.type	{"value":6,"string":"ApplyAura"}
1022	effect.0.aura	{"value":39,"string":"SchoolImmunity"}
1022	effect.0.base_points	-1
1022	effect.0.effective_base_points	0
1022	effect.0.misc	[1]
1022	effect.0.targets	[57,0]
1022	effect.1.index	1
1022	effect.1.type	{"value":6,"string":"ApplyAura"}
1022	effect.1.aura	{"value":25,"string":"ModPacify"}
1022	effect.1.base_points	-1
1022	effect.1.effective_base_points	0
1022	effect.1.misc	[0]
1022	effect.1.targets	[57,0]
1022	effect.2.index	2
1022	effect.2.type	{"value":0,"string":"None"}
1022	effect.2.aura	{"value":0,"string":"None"}
1022	effect.2.base_points	0
1022	effect.2.effective_base_points	1
1022	effect.2.misc	[0]
1022	effect.2.targets	[0,0]
1022	spell_damage_type	0
1022	attack_outcome	113
1022	is_deprecated	false
1022	affects.school.physical	false
1022	affects.school.holy	false
1022	affects.school.fire	false
1022	affects.school.nature	false
1022	affects.school.frost	false
1022	affects.school.shadow	false
1022	affects.school.arcane	false

# spell 1130
1130	id	1130
1130	name	"Hunter's Mark"
1130	subtext	"Rank 1"
1130	school	{"value":32,"string":"Arcane"}
1130	power.type	{"value":0,"string":"Mana"}
1130	power.mana_cost	15
1130	power.mana_cost_pct	0
1130	power.mana_cost_per_level	0
1130	power.mana_per_second	0
1130	powers.count	1
1130	default_power.type	0
1130	default_power.mana_cost	15
1130	default_power.mana_cost_pct	0
1130	default_power.mana_cost_per_level	0
1130	default_power.mana_per_second	0
1130	effects.count	3
1130	effect.0.index	0
1130	effect.0.type	{"value":6,"string":"ApplyAura"}
1130	effect.0.aura	{"value":68,"string":"ModStalked"}
1130	effect.0.base_points	-1
1130	effect.0.effective_base_points	0
1130	effect.0.misc	[0]
1130	effect.0.targets	[25,0]
1130	effect.1.index	1
1130	effect.1.type	{"value":6,"string":"ApplyAura"}
1130	effect.1.aura	{"value":127,"string":"RangedAttackPowerAttackerBonus"}
1130	effect.1.base_points	19
1130	effect.1.effective_base_points	20
1130	effect.1.misc	[0]
1130	effect.1.targets	[6,0]
1130	effect.2.index	2
1130	effect.2.type	{"value":0,"string":"None"}
1130	effect.2.aura	{"value":0,"string":"None"}
1130	effect.2.base_points	0
1130	effect.2.effective_base_points	1
1130	effect.2.misc	[0]
1130	effect.2.targets	[0,0]
1130	spell_damage_type	16
1130	attack_outcome	33
1130	is_deprecated	false
1130	affects.school.physical	false
1130	affects.school.holy	false
1130	affects.school.fire	false
1130	affects.school.nature	false
1130	affects.school.frost	false
1130	affects.school.shadow	false
1130	affects.school.arcane	false

# spell 1464
1464	id	1464
1464	name	"Slam"
1464	subtext	"Rank 1"
1464	school	{"value":0,"string":"Physical"}
1464	power.type	{"value":1,"string":"Rage"}
1464	power.mana_cost	150
1464	power.mana_cost_pct	0
1464	power.mana_cost_per_level	0
1464	power.mana_per_second	0
1464	powers.count	1
1464	default_power.type	1
1464	default_power.mana_cost	150
1464	default_power.mana_cost_pct	0
1464	default_power.mana_cost_per_level	0
1464	default_power.mana_per_second	0
1464	effects.count	3
1464	effect.0.index	0
1464	effect.0.type	{"value":31,"string":"WeaponPercentDamage"}
1464	effect.0.aura	{"value":0,"string":"None"}
1464	effect.0.base_points	49
1464	effect.0.effective_base_points	50
1464	effect.0.misc	[0]
1464	effect.0.targets	[6,0]
1464	effect.1.index	1
1464	effect.1.type	{"value":0,"string":"None"}
1464	effect.1.aura	{"value":0,"string":"None"}
1464	effect.1.base_points	0
1464	effect.1.effective_base_points	1
1464	effect.1.misc	[0]
1464	effect.1.targets	[0,0]
1464	effect.2.index	2
1464	effect.2.type	{"value":0,"string":"None"}
1464	effect.2.aura	{"value":0,"string":"None"}
1464	effect.2.base_points	0
1464	effect.2.effective_base_points	1
1464	effect.2.misc	[0]
1464	effect.2.targets	[0,0]
1464	spell_damage_type	0
1464	attack_outcome	111
1464	is_deprecated	false
1464	affects.school.physical	false
1464	affects.school.holy	false
1464	affects.school.fire	false
1464	affects.school.nature	false
1464	affects.school.frost	false
1464	affects.school.shadow	false
1464	affects.school.arcane	false

# spell 1715
1715	id	1715
1715	name	"Hamstring"
1715	subtext	"Rank 1"
1715	school	{"value":0,"string":"Physical"}
1715	power.type	{"value":1,"string":"Rage"}
1715	power.mana_cost	100
1715	power.mana_cost_pct	0
1715	power.mana_cost_per_level	0
1715	power.mana_per_second	0
1715	powers.count	1
1715	default_power.type	1
1715	default_power.mana_cost	100
1715	default_power.mana_cost_pct	0
1715	default_power.mana_cost_per_level	0
1715	default_power.mana_per_second	0
1715	effects.count	3
1715	effect.0.index	0
1715	effect.0.type	{"value":2,"string":"SchoolDMG"}
1715	effect.0.aura	{"value":0,"string":"None"}
1715	effect.0.base_points	4
1715	effect.0.effective_base_points	5
1715	effect.0.misc	[0]
1715	effect.0.targets	[6,0]
1715	effect.1.index	1
1715	effect.1.type	{"value":6,"string":"ApplyAura"}
1715	effect.1.aura	{"value":33,"string":"ModDecreaseSpeed"}
1715	effect.1.base_points	-41
1715	effect.1.effective_base_points	-40
1715	effect.1.misc	[0]
1715	effect.1.targets	[6,0]
1715	effect.2.index	2
1715	effect.2.type	{"value":0,"string":"None"}
1715	effect.2.aura	{"value":0,"string":"None"}
1715	effect.2.base_points	0
1715	effect.2.effective_base_points	1
1715	effect.2.misc	[0]
1715	effect.2.targets	[0,0]
1715	spell_damage_type	1
1715	attack_outcome	111
1715	is_deprecated	false
1715	affects.school.physical	false
1715	affects.school.holy	false
1715	affects.school.fire	false
1715	affects.school.nature	false
1715	affects.school.frost	false
1715	affects.school.shadow	false
1715	affects.school.arcane	false

# spell 1752
1752	id	1752
1752	name	"Sinister Strike"
1752	subtext	"Rank 1"
1752	school	{"value":0,"string":"Physical"}
1752	power.type	{"value":3,"string":"Energy"}
1752	power.mana_cost	40
1752	power.mana_cost_pct	0
1752	power.mana_cost_per_level	0
1752	power.mana_per_second	0
1752	powers.count	1
1752	default_power.type	3
1752	default_power.mana_cost	40
1752	default_power.mana_cost_pct	0
1752	default_power.mana_cost_per_level	0
1752	default_power.mana_per_second	0
1752	effects.count	3
1752	effect.0.index	0
1752	effect.0.type	{"value":121,"string":"WeaponDmg"}
1752	effect.0.aura	{"value":0,"string":"None"}
1752	effect.0.base_points	2
1752	effect.0.effective_base_points	3
1752	effect.0.misc	[0]
1752	effect.0.targets	[6,0]
1752	effect.1.index	1
1752	effect.1.type	{"value":80,"string":"ModifyFollowerItemLevel"}
1752	effect.1.aura	{"value":0,"string":"None"}
1752	effect.1.base_points	0
1752	effect.1.effective_base_points	1
1752	effect.1.misc	[0]
1752	effect.1.targets	[6,0]
1752	effect.2.index	2
1752	effect.2.type	{"value":0,"string":"None"}
1752	effect.2.aura	{"value":0,"string":"None"}
1752	effect.2.base_points	0
1752	effect.2.effective_base_points	1
1752	effect.2.misc	[0]
1752	effect.2.targets	[0,0]
1752	spell_damage_type	0
1752	attack_outcome	111
1752	is_deprecated	false
1752	affects.school.physical	false
1752	affects.school.holy	false
1752	affects.school.fire	false
1752	affects.school.nature	false
1752	affects.school.frost	false
1752	affects.school.shadow	false
1752	affects.school.arcane	false

# spell 1856
1856	id	1856
1856	name	"Vanish"
1856	subtext	"Rank 1"
1856	school	{"value":0,"string":"Physical"}
1856	power.type	{"value":3,"string":"Energy"}
1856	power.mana_cost	0
1856	power.mana_cost_pct	0
1856	power.mana_cost_per_level	0
1856	power.mana_per_second	0
1856	powers.count	1
1856	default_power.type	3
1856	default_power.mana_cost	0
1856	default_power.mana_cost_pct	0
1856	default_power.mana_cost_per_level	0
1856	default_power.mana_per_second	0
1856	effects.count	3
1856	effect.0.index	0
1856	effect.0.type	{"value":64,"string":"TriggerSpell"}
1856	effect.0.aura	{"value":0,"string":"None"}
1856	effect.0.base_points	-1
1856	effect.0.effective_base_points	0
1856	effect.0.misc	[0]
1856	effect.0.targets	[1,0]
1856	effect.1.index	1
1856	effect.1.type	{"value":64,"string":"TriggerSpell"}
1856	effect.1.aura	{"value":0,"string":"None"}
1856	effect.1.base_points	-1
1856	effect.1.effective_base_points	0
1856	effect.1.misc	[0]
1856	effect.1.targets	[1,0]
1856	effect.2.index	2
1856	effect.2.type	{"value":79,"string":"Sanctuary"}
1856	effect.2.aura	{"value":0,"string":"None"}
1856	effect.2.base_points	-1
1856	effect.2.effective_base_points	0
1856	effect.2.misc	[0]
1856	effect.2.targets	[1,0]
1856	spell_damage_type	0
1856	attack_outcome	33
1856	is_deprecated	false
1856	affects.school.physical	false
1856	affects.school.holy	false
1856	affects.school.fire	false
1856	affects.school.nature	false
1856	affects.school.frost	false
1856	affects.school.shadow	false
1856	affects.school.arcane	false

# spell 1949
1949	id	1949
1949	name	"Hellfire"
1949	subtext	"Rank 1"
1949	school	{"value":2,"string":"Fire"}
1949	power.type	{"value":0,"string":"Mana"}
1949	power.mana_cost	160
1949	power.mana_cost_pct	0
1949	power.mana_cost_per_level	0
1949	power.mana_per_second	30
1949	powers.count	1
1949	default_power.type	0
1949	default_power.mana_cost	160
1949	default_power.mana_cost_pct	0
1949	default_power.mana_cost_per_level	0
1949	default_power.mana_per_second	30
1949	effects.count	3
1949	effect.0.index	0
1949	effect.0.type	{"value":6,"string":"ApplyAura"}
1949	effect.0.aura	{"value":23,"string":"PeriodicTriggerSpell"}
1949	effect.0.base_points	-1
1949	effect.0.effective_base_points	0
1949	effect.0.misc	[0]
1949	effect.0.targets	[1,0]
1949	effect.1.index	1
1949	effect.1.type	{"value":6,"string":"ApplyAura"}
1949	effect.1.aura	{"value":3,"string":"PeriodicDamage"}
1949	effect.1.base_points	82
1949	effect.1.effective_base_points	83
1949	effect.1.misc	[0]
1949	effect.1.targets	[1,0]
1949	effect.2.index	2
1949	effect.2.type	{"value":6,"string":"ApplyAura"}
1949	effect.2.aura	{"value":77,"string":"MechanicImmunity"}
1949	effect.2.base_points	99
1949	effect.2.effective_base_points	100
1949	effect.2.misc	[16]
1949	effect.2.targets	[1,0]
1949	spell_damage_type	6
1949	attack_outcome	113
1949	is_deprecated	false
1949	affects.school.physical	false
1949	affects.school.holy	false
1949	affects.school.fire	false
1949	affects.school.nature	false
1949	affects.school.frost	false
1949	affects.school.shadow	false
1949	affects.school.arcane	false

# spell 1953
1953	id	1953
1953	name	"Blink"
1953	subtext	"\u003cempty\u003e"
1953	school	{"value":32,"string":"Arcane"}
1953	power.type	{"value":0,"string":"Mana"}
1953	power.mana_cost	0
1953	power.mana_cost_pct	35
1953	power.mana_cost_per_level	0
1953	power.mana_per_second	0
1953	powers.count	1
1953	default_power.type	0
1953	default_power.mana_cost	0
1953	default_power.mana_cost_pct	35
1953	default_power.mana_cost_per_level	0
1953	default_power.mana_per_second	0
1953	effects.count	3
1953	effect.0.index	0
1953	effect.0.type	{"value":29,"string":"Leap"}
1953	effect.0.aura	{"value":0,"string":"None"}
1953	effect.0.base_points	-1
1953	effect.0.effective_base_points	0
1953	effect.0.misc	[0]
1953	effect.0.targets	[1,55]
1953	effect.1.index	1
1953	effect.1.type	{"value":6,"string":"ApplyAura"}
1953	effect.1.aura	{"value":77,"string":"MechanicImmunity"}
1953	effect.1.base_points	0
1953	effect.1.effective_base_points	1
1953	effect.1.misc	[12]
1953	effect.1.targets	[1,0]
1953	effect.2.index	2
1953	effect.2.type	{"value":6,"string":"ApplyAura"}
1953	effect.2.aura	{"value":77,"string":"MechanicImmunity"}
1953	effect.2.base_points	0
1953	effect.2.effective_base_points	1
1953	effect.2.misc	[7]
1953	effect.2.targets	[1,0]
1953	spell_damage_type	0
1953	attack_outcome	113
1953	is_deprecated	false
1953	affects.school.physical	false
1953	affects.school.holy	false
1953	affects.school.fire	false
1953	affects.school.nature	false
1953	affects.school.frost	false
1953	affects.school.shadow	false
1953	affects.school.arcane	false

# spell 1978
1978	id	1978
1978	name	"Serpent Sting"
1978	subtext	"Rank 1"
1978	school	{"value":4,"string":"Nature"}
1978	power.type	{"value":0,"string":"Mana"}
1978	power.mana_cost	10
1978	power.mana_cost_pct	0
1978	power.mana_cost_per_level	0
1978	power.mana_per_second	0
1978	powers.count	1
1978	default_power.type	0
1978	default_power.mana_cost	10
1978	default_power.mana_cost_pct	0
1978	default_power.mana_cost_per_level	0
1978	default_power.mana_per_second	0
1978	effects.count	3
1978	effect.0.index	0
1978	effect.0.type	{"value":6,"string":"ApplyAura"}
1978	effect.0.aura	{"value":3,"string":"PeriodicDamage"}
1978	effect.0.base_points	3
1978	effect.0.effective_base_points	4
1978	effect.0.misc	[0]
1978	effect.0.targets	[6,0]
1978	effect.1.index	1
1978	effect.1.type	{"value":0,"string":"None"}
1978	effect.1.aura	{"value":0,"string":"None"}
1978	effect.1.base_points	0
1978	effect.1.effective_base_points	1
1978	effect.1.misc	[0]
1978	effect.1.targets	[0,0]
1978	effect.2.index	2
1978	effect.2.type	{"value":0,"string":"None"}
1978	effect.2.aura	{"value":0,"string":"None"}
1978	effect.2.base_points	0
1978	effect.2.effective_base_points	1
1978	effect.2.misc	[0]
1978	effect.2.targets	[0,0]
1978	spell_damage_type	2
1978	attack_outcome	99
1978	is_deprecated	false
1978	affects.school.physical	false
1978	affects.school.holy	false
1978	affects.school.fire	false
1978	affects.school.nature	false
1978	affects.school.frost	false
1978	affects.school.shadow	false
1978	affects.school.arcane	false

# spell 2098
2098	id	2098
2098	name	"Eviscerate"
2098	subtext	"Rank 1"
2098	school	{"value":0,"string":"Physical"}
2098	power.type	{"value":3,"string":"Energy"}
2098	power.mana_cost	30
2098	power.mana_cost_pct	0
2098	power.mana_cost_per_level	0
2098	power.mana_per_second	0
2098	powers.count	1
2098	default_power.type	3
2098	default_power.mana_cost	30
2098	default_power.mana_cost_pct	0
2098	default_power.mana_cost_per_level	0
2098	default_power.mana_per_second	0
2098	effects.count	3
2098	effect.0.index	0
2098	effect.0.type	{"value":2,"string":"SchoolDMG"}
2098	effect.0.aura	{"value":0,"string":"None"}
2098	effect.0.base_points	0
2098	effect.0.effective_base_points	1
2098	effect.0.misc	[0]
2098	effect.0.targets	[6,0]
2098	effect.1.index	1
2098	effect.1.type	{"value":3,"string":"Dummy"}
2098	effect.1.aura	{"value":0,"string":"None"}
2098	effect.1.base_points	0
2098	effect.1.effective_base_points	1
2098	effect.1.misc	[0]
2098	effect.1.targets	[1,0]
2098	effect.2.index	2
2098	effect.2.type	{"value":0,"string":"None"}
2098	effect.2.aura	{"value":0,"string":"None"}
2098	effect.2.base_points	0
2098	effect.2.effective_base_points	1
2098	effect.2.misc	[0]
2098	effect.2.targets	[0,0]
2098	spell_damage_type	1
2098	attack_outcome	111
2098	is_deprecated	false
2098	affects.school.physical	false
2098	affects.school.holy	false
2098	affects.school.fire	false
2098	affects.school.nature	false
2098	affects.school.frost	false
2098	affects.school.shadow	false
2098	affects.school.arcane	false

# spell 2139
2139	id	2139
2139	name	"Counterspell"
2139	subtext	"\u003cempty\u003e"
2139	school	{"value":32,"string":"Arcane"}
2139	power.type	{"value":0,"string":"Mana"}
2139	power.mana_cost	100
2139	power.mana_cost_pct	0
2139	power.mana_cost_per_level	0
2139	power.mana_per_second	0
2139	powers.count	1
2139	default_power.type	0
2139	default_power.mana_cost	100
2139	default_power.mana_cost_pct	0
2139	default_power.mana_cost_per_level	0
2139	default_power.mana_per_second	0
2139	effects.count	3
2139	effect.0.index	0
2139	effect.0.type	{"value":68,"string":"InterruptCast"}
2139	effect.0.aura	{"value":0,"string":"None"}
2139	effect.0.base_points	-1
2139	effect.0.effective_base_points	0
2139	effect.0.misc	[0]
2139	effect.0.targets	[6,0]
2139	effect.1.index	1
2139	effect.1.type	{"value":0,"string":"None"}
2139	effect.1.aura	{"value":0,"string":"None"}
2139	effect.1.base_points	0
2139	effect.1.effective_base_points	1
2139	effect.1.misc	[0]
2139	effect.1.targets	[0,0]
2139	effect.2.index	2
2139	effect.2.type	{"value":0,"string":"None"}
2139	effect.2.aura	{"value":0,"string":"None"}
2139	effect.2.base_points	0
2139	effect.2.effective_base_points	1
2139	effect.2.misc	[0]
2139	effect.2.targets	[0,0]
2139	spell_damage_type	0
2139	attack_outcome	113
2139	is_deprecated	false
2139	affects.school.physical	false
2139	affects.school.holy	false
2139	affects.school.fire	false
2139	affects.school.nature	false
2139	affects.school.frost	false
2139	affects.school.shadow	false
2139	affects.school.arcane	false

# spell 2637
2637	id	2637
2637	name	"Hibernate"
2637	subtext	"Rank 1"
2637	school	{"value":4,"string":"Nature"}
2637	power.type	{"value":0,"string":"Mana"}
2637	power.mana_cost	90
2637	power.mana_cost_pct	0
2637	power.mana_cost_per_level	0
2637	power.mana_per_second	0
2637	powers.count	1
2637	default_power.type	0
2637	default_power.mana_cost	90
2637	default_power.mana_cost_pct	0
2637	default_power.mana_cost_per_level	0
2637	default_power.mana_per_second	0
2637	effects.count	3
2637	effect.0.index	0
2637	effect.0.type	{"value":6,"string":"ApplyAura"}
2637	effect.0.aura	{"value":12,"string":"ModStun"}
2637	effect.0.base_points	-1
2637	effect.0.effective_base_points	0
2637	effect.0.misc	[0]
2637	effect.0.targets	[6,0]
2637	effect.1.index	1
2637	effect.1.type	{"value":0,"string":"None"}
2637	effect.1.aura	{"value":0,"string":"None"}
2637	effect.1.base_points	0
2637	effect.1.effective_base_points	1
2637	effect.1.misc	[0]
2637	effect.1.targets	[0,0]
2637	effect.2.index	2
2637	effect.2.type	{"value":0,"string":"None"}
2637	effect.2.aura	{"value":0,"string":"None"}
2637	effect.2.base_points	0
2637	effect.2.effective_base_points	1
2637	effect.2.misc	[0]
2637	effect.2.targets	[0,0]
2637	spell_damage_type	0
2637	attack_outcome	113
2637	is_deprecated	false
2637	affects.school.physical	false
2637	affects.school.holy	false
2637	affects.school.fire	false
2637	affects.school.nature	false
2637	affects.school.frost	false
2637	affects.school.shadow	false
2637	affects.school.arcane	false

# spell 2825
2825	id	2825
2825	name	"DONOTREUSE"
2825	subtext	"Rank 3"
2825	school	{"value":0,"string":"Physical"}
2825	power.type	{"value":0,"string":"Mana"}
2825	power.mana_cost	0
2825	power.mana_cost_pct	0
2825	power.mana_cost_per_level	0
2825	power.mana_per_second	0
2825	powers.count	1
2825	default_power.type	0
2825	default_power.mana_cost	0
2825	default_power.mana_cost_pct	0
2825	default_power.mana_cost_per_level	0
2825	default_power.mana_per_second	0
2825	effects.count	3
2825	effect.0.index	0
2825	effect.0.type	{"value":54,"string":"EnchantItemTmp"}
2825	effect.0.aura	{"value":0,"string":"None"}
2825	effect.0.base_points	599
2825	effect.0.effective_base_points	600
2825	effect.0.misc	[9]
2825	effect.0.targets	[0,0]
2825	effect.1.index	1
2825	effect.1.type	{"value":0,"string":"None"}
2825	effect.1.aura	{"value":0,"string":"None"}
2825	effect.1.base_points	0
2825	effect.1.effective_base_points	1
2825	effect.1.misc	[0]
2825	effect.1.targets	[0,0]
2825	effect.2.index	2
2825	effect.2.type	{"value":0,"string":"None"}
2825	effect.2.aura	{"value":0,"string":"None"}
2825	effect.2.base_points	0
2825	effect.2.effective_base_points	1
2825	effect.2.misc	[0]
2825	effect.2.targets	[0,0]
2825	spell_damage_type	0
2825	attack_outcome	33
2825	is_deprecated	false
2825	affects.school.physical	false
2825	affects.school.holy	false
2825	affects.school.fire	false
2825	affects.school.nature	false
2825	affects.school.frost	false
2825	affects.school.shadow	false
2825	affects.school.arcane	false

# spell 3044
3044	id	3044
3044	name	"Arcane Shot"
3044	subtext	"Rank 1"
3044	school	{"value":32,"string":"Arcane"}
3044	power.type	{"value":0,"string":"Mana"}
3044	power.mana_cost	20
3044	power.mana_cost_pct	0
3044	power.mana_cost_per_level	0
3044	power.mana_per_second	0
3044	powers.count	1
3044	default_power.type	0
3044	default_power.mana_cost	20
3044	default_power.mana_cost_pct	0
3044	default_power.mana_cost_per_level	0
3044	default_power.mana_per_second	0
3044	effects.count	3
3044	effect.0.index	0
3044	effect.0.type	{"value":2,"string":"SchoolDMG"}
3044	effect.0.aura	{"value":0,"string":"None"}
3044	effect.0.base_points	9
3044	effect.0.effective_base_points	10
3044	effect.0.misc	[0]
3044	effect.0.targets	[6,0]
3044	effect.1.index	1
3044	effect.1.type	{"value":31,"string":"WeaponPercentDamage"}
3044	effect.1.aura	{"value":0,"string":"None"}
3044	effect.1.base_points	9
3044	effect.1.effective_base_points	10
3044	effect.1.misc	[0]
3044	effect.1.targets	[6,0]
3044	effect.2.index	2
3044	effect.2.type	{"value":0,"string":"None"}
3044	effect.2.aura	{"value":0,"string":"None"}
3044	effect.2.base_points	0
3044	effect.2.effective_base_points	1
3044	effect.2.misc	[0]
3044	effect.2.targets	[0,0]
3044	spell_damage_type	1
3044	attack_outcome	99
3044	is_deprecated	false
3044	affects.school.physical	false
3044	affects.school.holy	false
3044	affects.school.fire	false
3044	affects.school.nature	false
3044	affects.school.frost	false
3044	affects.school.shadow	false
3044	affects.school.arcane	false

# spell 4987
4987	id	4987
4987	name	"Cleanse"
4987	subtext	"\u003cempty\u003e"
4987	school	{"value":1,"string":"Holy"}
4987	power.type	{"value":0,"string":"Mana"}
4987	power.mana_cost	0
4987	power.mana_cost_pct	8
4987	power.mana_cost_per_level	0
4987	power.mana_per_second	0
4987	powers.count	1
4987	default_power.type	0
4987	default_power.mana_cost	0
4987	default_power.mana_cost_pct	8
4987	default_power.mana_cost_per_level	0
4987	default_power.mana_per_second	0
4987	effects.count	3
4987	effect.0.index	0
4987	effect.0.type	{"value":38,"string":"Dispel"}
4987	effect.0.aura	{"value":0,"string":"None"}
4987	effect.0.base_points	0
4987	effect.0.effective_base_points	1
4987	effect.0.misc	[4]
4987	effect.0.targets	[21,0]
4987	effect.1.index	1
4987	effect.1.type	{"value":38,"string":"Dispel"}
4987	effect.1.aura	{"value":0,"string":"None"}
4987	effect.1.base_points	0
4987	effect.1.effective_base_points	1
4987	effect.1.misc	[3]
4987	effect.1.targets	[21,0]
4987	effect.2.index	2
4987	effect.2.type	{"value":38,"string":"Dispel"}
4987	effect.2.aura	{"value":0,"string":"None"}
4987	effect.2.base_points	0
4987	effect.2.effective_base_points	1
4987	effect.2.misc	[1]
4987	effect.2.targets	[21,0]
